week,week_start,team_1,points_1,team_2,points_2,team_id1,owner1,team_id2,owner2,Consolation,Playoff,Season
16,2020-12-22,Fantasy Sidelines,124.44,Table scraps,98.12,1,Tim,8,Shinn,1,1,2020
16,2020-12-22,Table scraps,98.12,Fantasy Sidelines,124.44,8,Shinn,1,Tim,1,1,2020
16,2020-12-22,FreshPrinceOfHelaire,134.04,Jonesin' 4 A Win,135.52,2,ryan,9,Chris,1,1,2020
16,2020-12-22,Jonesin' 4 A Win,135.52,FreshPrinceOfHelaire,134.04,9,Chris,2,ryan,1,1,2020
16,2020-12-22,Beats by DeAndre,145.96,Poor Decisions 😢,95.88,4,Wesley,6,Peter Billups,0,1,2020
16,2020-12-22,Poor Decisions 😢,95.88,Beats by DeAndre,145.96,6,Peter Billups,4,Wesley,0,1,2020
16,2020-12-22,Krispy Kareem 🍩,104.58,Push Ups in Prison,118.52,5,Greg,7,Pat,0,1,2020
16,2020-12-22,Push Ups in Prison,118.52,Krispy Kareem 🍩,104.58,7,Pat,5,Greg,0,1,2020
1,2020-09-10,Fantasy Sidelines,110.10,FreshPrinceOfHelaire,101.60,1,Tim,2,ryan,0,0,2020
1,2020-09-10,FreshPrinceOfHelaire,101.60,Fantasy Sidelines,110.10,2,ryan,1,Tim,0,0,2020
1,2020-09-10,Butker is my lube,124.38,Jonesin' 4 A Win,132.64,3,Kevin,9,Chris,0,0,2020
1,2020-09-10,Jonesin' 4 A Win,132.64,Butker is my lube,124.38,9,Chris,3,Kevin,0,0,2020
1,2020-09-10,Beats by DeAndre,126.70,Table scraps,108.30,4,Wesley,8,Shinn,0,0,2020
1,2020-09-10,Table scraps,108.30,Beats by DeAndre,126.70,8,Shinn,4,Wesley,0,0,2020
1,2020-09-10,Krispy Kareem 🍩,117.48,Push Ups in Prison,111.54,5,Greg,7,Pat,0,0,2020
1,2020-09-10,Push Ups in Prison,111.54,Krispy Kareem 🍩,117.48,7,Pat,5,Greg,0,0,2020
1,2020-09-10,Poor Decisions 😢,130.70,Gronk's Gurley Chubb,100.78,6,Peter Billups,10,Jeremy,0,0,2020
1,2020-09-10,Gronk's Gurley Chubb,100.78,Poor Decisions 😢,130.70,10,Jeremy,6,Peter Billups,0,0,2020
2,2020-09-15,Fantasy Sidelines,125.18,Butker is my lube,105.26,1,Tim,3,Kevin,0,0,2020
2,2020-09-15,Butker is my lube,105.26,Fantasy Sidelines,125.18,3,Kevin,1,Tim,0,0,2020
2,2020-09-15,FreshPrinceOfHelaire,112.32,Gronk's Gurley Chubb,113.22,2,ryan,10,Jeremy,0,0,2020
2,2020-09-15,Gronk's Gurley Chubb,113.22,FreshPrinceOfHelaire,112.32,10,Jeremy,2,ryan,0,0,2020
2,2020-09-15,Beats by DeAndre,117.38,Jonesin' 4 A Win,109.70,4,Wesley,9,Chris,0,0,2020
2,2020-09-15,Jonesin' 4 A Win,109.70,Beats by DeAndre,117.38,9,Chris,4,Wesley,0,0,2020
2,2020-09-15,Krispy Kareem 🍩,121.80,Table scraps,119.76,5,Greg,8,Shinn,0,0,2020
2,2020-09-15,Table scraps,119.76,Krispy Kareem 🍩,121.80,8,Shinn,5,Greg,0,0,2020
2,2020-09-15,Poor Decisions 😢,197.44,Push Ups in Prison,146.18,6,Peter Billups,7,Pat,0,0,2020
2,2020-09-15,Push Ups in Prison,146.18,Poor Decisions 😢,197.44,7,Pat,6,Peter Billups,0,0,2020
3,2020-09-22,Fantasy Sidelines,86.08,Beats by DeAndre,116.32,1,Tim,4,Wesley,0,0,2020
3,2020-09-22,Beats by DeAndre,116.32,Fantasy Sidelines,86.08,4,Wesley,1,Tim,0,0,2020
3,2020-09-22,FreshPrinceOfHelaire,99.22,Butker is my lube,114.30,2,ryan,3,Kevin,0,0,2020
3,2020-09-22,Butker is my lube,114.30,FreshPrinceOfHelaire,99.22,3,Kevin,2,ryan,0,0,2020
3,2020-09-22,Krispy Kareem 🍩,125.44,Jonesin' 4 A Win,120.78,5,Greg,9,Chris,0,0,2020
3,2020-09-22,Jonesin' 4 A Win,120.78,Krispy Kareem 🍩,125.44,9,Chris,5,Greg,0,0,2020
3,2020-09-22,Poor Decisions 😢,136.00,Table scraps,155.78,6,Peter Billups,8,Shinn,0,0,2020
3,2020-09-22,Table scraps,155.78,Poor Decisions 😢,136.00,8,Shinn,6,Peter Billups,0,0,2020
3,2020-09-22,Push Ups in Prison,169.30,Gronk's Gurley Chubb,130.50,7,Pat,10,Jeremy,0,0,2020
3,2020-09-22,Gronk's Gurley Chubb,130.50,Push Ups in Prison,169.30,10,Jeremy,7,Pat,0,0,2020
4,2020-09-29,Fantasy Sidelines,88.20,Krispy Kareem 🍩,97.92,1,Tim,5,Greg,0,0,2020
4,2020-09-29,Krispy Kareem 🍩,97.92,Fantasy Sidelines,88.20,5,Greg,1,Tim,0,0,2020
4,2020-09-29,FreshPrinceOfHelaire,143.40,Beats by DeAndre,98.24,2,ryan,4,Wesley,0,0,2020
4,2020-09-29,Beats by DeAndre,98.24,FreshPrinceOfHelaire,143.40,4,Wesley,2,ryan,0,0,2020
4,2020-09-29,Butker is my lube,109.64,Gronk's Gurley Chubb,87.50,3,Kevin,10,Jeremy,0,0,2020
4,2020-09-29,Gronk's Gurley Chubb,87.50,Butker is my lube,109.64,10,Jeremy,3,Kevin,0,0,2020
4,2020-09-29,Poor Decisions 😢,123.62,Jonesin' 4 A Win,151.88,6,Peter Billups,9,Chris,0,0,2020
4,2020-09-29,Jonesin' 4 A Win,151.88,Poor Decisions 😢,123.62,9,Chris,6,Peter Billups,0,0,2020
4,2020-09-29,Push Ups in Prison,125.54,Table scraps,97.82,7,Pat,8,Shinn,0,0,2020
4,2020-09-29,Table scraps,97.82,Push Ups in Prison,125.54,8,Shinn,7,Pat,0,0,2020
5,2020-10-06,Fantasy Sidelines,94.56,Poor Decisions 😢,131.00,1,Tim,6,Peter Billups,0,0,2020
5,2020-10-06,Poor Decisions 😢,131.00,Fantasy Sidelines,94.56,6,Peter Billups,1,Tim,0,0,2020
5,2020-10-06,FreshPrinceOfHelaire,74.66,Krispy Kareem 🍩,95.52,2,ryan,5,Greg,0,0,2020
5,2020-10-06,Krispy Kareem 🍩,95.52,FreshPrinceOfHelaire,74.66,5,Greg,2,ryan,0,0,2020
5,2020-10-06,Butker is my lube,128.02,Beats by DeAndre,123.00,3,Kevin,4,Wesley,0,0,2020
5,2020-10-06,Beats by DeAndre,123.00,Butker is my lube,128.02,4,Wesley,3,Kevin,0,0,2020
5,2020-10-06,Push Ups in Prison,151.40,Jonesin' 4 A Win,109.54,7,Pat,9,Chris,0,0,2020
5,2020-10-06,Jonesin' 4 A Win,109.54,Push Ups in Prison,151.40,9,Chris,7,Pat,0,0,2020
5,2020-10-06,Table scraps,82.20,Gronk's Gurley Chubb,102.18,8,Shinn,10,Jeremy,0,0,2020
5,2020-10-06,Gronk's Gurley Chubb,102.18,Table scraps,82.20,10,Jeremy,8,Shinn,0,0,2020
6,2020-10-14,Fantasy Sidelines,87.18,Push Ups in Prison,123.20,1,Tim,7,Pat,0,0,2020
6,2020-10-14,Push Ups in Prison,123.20,Fantasy Sidelines,87.18,7,Pat,1,Tim,0,0,2020
6,2020-10-14,FreshPrinceOfHelaire,105.22,Poor Decisions 😢,89.22,2,ryan,6,Peter Billups,0,0,2020
6,2020-10-14,Poor Decisions 😢,89.22,FreshPrinceOfHelaire,105.22,6,Peter Billups,2,ryan,0,0,2020
6,2020-10-14,Butker is my lube,91.42,Krispy Kareem 🍩,96.08,3,Kevin,5,Greg,0,0,2020
6,2020-10-14,Krispy Kareem 🍩,96.08,Butker is my lube,91.42,5,Greg,3,Kevin,0,0,2020
