week,week_start,team_1,points_1,team_2,points_2,team_id1,owner1,team_id2,owner2,Consolation,Playoff,Season
13,2015-12-01,Shady Brady,136.08,Grahamer Nazis,150.52,3,ryan,10,Jeremy,0,0,2015
13,2015-12-01,Grahamer Nazis,150.52,Shady Brady,136.08,10,Jeremy,3,ryan,0,0,2015
13,2015-12-01,Slob on my Cobb,102.98,Brady didn't do it,133.68,6,Kevin,9,Jake,0,0,2015
13,2015-12-01,Brady didn't do it,133.68,Slob on my Cobb,102.98,9,Jake,6,Kevin,0,0,2015
13,2015-12-01,Brees in the Trap,78.58,Playoffbound & Brown,131.34,7,Pat,8,Wesley,0,0,2015
13,2015-12-01,Playoffbound & Brown,131.34,Brees in the Trap,78.58,8,Wesley,7,Pat,0,0,2015
14,2015-12-08,Lock Jaw Blowy,121.82,Playoffbound & Brown,89.56,5,Peter Billups,8,Wesley,0,1,2015
14,2015-12-08,Playoffbound & Brown,89.56,Lock Jaw Blowy,121.82,8,Wesley,5,Peter Billups,0,1,2015
14,2015-12-08,Brady didn't do it,140.00,Grahamer Nazis,88.62,9,Jake,10,Jeremy,0,1,2015
14,2015-12-08,Grahamer Nazis,88.62,Brady didn't do it,140.00,10,Jeremy,9,Jake,0,1,2015
15,2015-12-15,Gurley Bears,95.90,Slob on my Cobb,113.04,1,Tim,6,Kevin,1,1,2015
15,2015-12-15,Slob on my Cobb,113.04,Gurley Bears,95.90,6,Kevin,1,Tim,1,1,2015
15,2015-12-15,Bragging Wrights,135.84,Brees in the Trap,113.56,2,Shinn,7,Pat,1,1,2015
15,2015-12-15,Brees in the Trap,113.56,Bragging Wrights,135.84,7,Pat,2,Shinn,1,1,2015
15,2015-12-15,Shady Brady,121.88,Brady didn't do it,94.36,3,ryan,9,Jake,0,1,2015
15,2015-12-15,Brady didn't do it,94.36,Shady Brady,121.88,9,Jake,3,ryan,0,1,2015
15,2015-12-15,CharcNado,148.60,Lock Jaw Blowy,127.50,4,Greg,5,Peter Billups,0,1,2015
15,2015-12-15,Lock Jaw Blowy,127.50,CharcNado,148.60,5,Peter Billups,4,Greg,0,1,2015
15,2015-12-15,Playoffbound & Brown,112.66,Grahamer Nazis,93.36,8,Wesley,10,Jeremy,0,1,2015
15,2015-12-15,Grahamer Nazis,93.36,Playoffbound & Brown,112.66,10,Jeremy,8,Wesley,0,1,2015
