week,week_start,team_1,points_1,team_2,points_2,team_id1,owner1,team_id2,owner2,Consolation,Playoff,Season
16,2014-12-16,The Sanchize,107.96,Feel the Brees,45.52,1,--hidden--,9,--hidden--,1,1,2014
16,2014-12-16,Feel the Brees,45.52,The Sanchize,107.96,9,--hidden--,1,--hidden--,1,1,2014
16,2014-12-16,Staff Infection,61.62,PIERCEd Nips,77.22,2,--hidden--,8,--hidden--,1,1,2014
16,2014-12-16,PIERCEd Nips,77.22,Staff Infection,61.62,8,--hidden--,2,--hidden--,1,1,2014
16,2014-12-16,Fig Newtons ftw,77.48,Kelvin and not Cobbs,137.76,3,--hidden--,5,--hidden--,0,1,2014
16,2014-12-16,Kelvin and not Cobbs,137.76,Fig Newtons ftw,77.48,5,--hidden--,3,--hidden--,0,1,2014
16,2014-12-16,Down with the Brown,112.44,Assaulted by Nation,78.86,6,--hidden--,7,--hidden--,0,1,2014
16,2014-12-16,Assaulted by Nation,78.86,Down with the Brown,112.44,7,--hidden--,6,--hidden--,0,1,2014
1,2014-09-04,The Sanchize,59.16,Staff Infection,106.94,1,--hidden--,2,--hidden--,0,0,2014
1,2014-09-04,Staff Infection,106.94,The Sanchize,59.16,2,--hidden--,1,--hidden--,0,0,2014
1,2014-09-04,Fig Newtons ftw,92.50,Feel the Brees,102.46,3,--hidden--,9,--hidden--,0,0,2014
1,2014-09-04,Feel the Brees,102.46,Fig Newtons ftw,92.50,9,--hidden--,3,--hidden--,0,0,2014
1,2014-09-04,Jake's Okay Team,75.32,PIERCEd Nips,69.66,4,--hidden--,8,--hidden--,0,0,2014
1,2014-09-04,PIERCEd Nips,69.66,Jake's Okay Team,75.32,8,--hidden--,4,--hidden--,0,0,2014
1,2014-09-04,Kelvin and not Cobbs,116.62,Assaulted by Nation,124.00,5,--hidden--,7,--hidden--,0,0,2014
1,2014-09-04,Assaulted by Nation,124.00,Kelvin and not Cobbs,116.62,7,--hidden--,5,--hidden--,0,0,2014
1,2014-09-04,Down with the Brown,93.36,RGIIIsome,82.68,6,--hidden--,10,--hidden--,0,0,2014
1,2014-09-04,RGIIIsome,82.68,Down with the Brown,93.36,10,--hidden--,6,--hidden--,0,0,2014
2,2014-09-09,The Sanchize,97.86,Fig Newtons ftw,100.62,1,--hidden--,3,--hidden--,0,0,2014
2,2014-09-09,Fig Newtons ftw,100.62,The Sanchize,97.86,3,--hidden--,1,--hidden--,0,0,2014
2,2014-09-09,Staff Infection,116.24,RGIIIsome,74.32,2,--hidden--,10,--hidden--,0,0,2014
2,2014-09-09,RGIIIsome,74.32,Staff Infection,116.24,10,--hidden--,2,--hidden--,0,0,2014
2,2014-09-09,Jake's Okay Team,71.84,Feel the Brees,69.58,4,--hidden--,9,--hidden--,0,0,2014
2,2014-09-09,Feel the Brees,69.58,Jake's Okay Team,71.84,9,--hidden--,4,--hidden--,0,0,2014
2,2014-09-09,Kelvin and not Cobbs,93.18,PIERCEd Nips,101.74,5,--hidden--,8,--hidden--,0,0,2014
2,2014-09-09,PIERCEd Nips,101.74,Kelvin and not Cobbs,93.18,8,--hidden--,5,--hidden--,0,0,2014
2,2014-09-09,Down with the Brown,95.68,Assaulted by Nation,101.48,6,--hidden--,7,--hidden--,0,0,2014
2,2014-09-09,Assaulted by Nation,101.48,Down with the Brown,95.68,7,--hidden--,6,--hidden--,0,0,2014
3,2014-09-16,The Sanchize,65.76,Jake's Okay Team,106.14,1,--hidden--,4,--hidden--,0,0,2014
3,2014-09-16,Jake's Okay Team,106.14,The Sanchize,65.76,4,--hidden--,1,--hidden--,0,0,2014
